step,local_index,class_id,count,p_top1,q_top1,probe_top1,p_target_prob,q_target_prob,p_target_rank,q_target_rank,delta_logqp
500,43,430,7.0,0.0,0.0,0.0,0.00029057799978824246,0.010872493697596448,53.857142857142854,46.42857142857143,6.254386288779123
500,44,440,5.0,0.0,0.0,0.0,5.009697467737162e-05,0.00803911229595542,59.4,56.6,8.626383972167968
500,45,450,12.0,0.16666666666666666,0.0,0.0,0.14865862385280101,0.007899607997387648,24.5,63.083333333333336,0.579853355884552
500,46,460,9.0,0.0,0.0,0.0,1.8555461530747332e-06,0.008074064118166765,98.55555555555556,56.333333333333336,11.702739609612358
500,47,470,6.0,0.0,0.0,0.0,0.003036047507824454,0.01274656062014401,37.833333333333336,34.166666666666664,2.9080154498418174
500,48,480,10.0,0.0,0.0,0.0,0.0009988655376218958,0.011448479956015944,54.8,41.8,4.2255600690841675
500,49,490,8.0,0.0,0.0,0.0,9.494253483399717e-05,0.012515974813140929,63.375,41.0,6.388469457626343
500,50,500,6.0,0.0,0.0,0.0,0.02035462519982249,0.010503386690591773,25.333333333333332,57.166666666666664,2.76977547009786
500,51,510,12.0,0.0,0.0,0.0,6.157523044928818e-05,0.007540147421726336,80.91666666666667,66.16666666666667,6.051402807235718
500,52,520,7.0,0.0,0.0,0.0,0.00023431337104641768,0.007994147882397686,73.0,60.285714285714285,5.760236331394741
500,53,530,6.0,0.0,0.0,0.0,0.005600366711708678,0.0061201590579003096,49.333333333333336,74.33333333333333,2.705277760823568
500,54,540,4.0,0.0,0.0,0.0,8.343721320580588e-06,0.009066949598491192,69.0,51.75,9.017481923103333
500,55,550,8.0,0.0,0.0,0.0,0.0014598341401057832,0.012995537254028022,60.625,38.125,9.45059084892273
500,56,560,10.0,0.0,0.0,0.0,0.0001537107699959961,0.006537662190385163,78.3,69.2,5.282167625427246
500,57,570,4.0,0.0,0.0,0.0,5.521011888932892e-05,0.0075674623949453235,87.5,60.75,10.819191336631775
500,58,580,7.0,0.0,0.0,0.0,0.0036763810324730783,0.010905027389526367,26.285714285714285,45.142857142857146,4.265374149594988
500,59,590,7.0,0.0,0.14285714285714285,0.0,0.00025211994583124967,0.015922509799046174,56.42857142857143,20.571428571428573,6.10579218183245
500,60,600,5.0,0.0,0.0,0.0,0.0012841436279563301,0.009199850354343652,57.6,54.6,5.572674179077149
500,61,610,7.0,0.0,0.0,0.0,0.00023889527957570472,0.010863160248845816,47.0,44.714285714285715,5.355436052594866
500,62,620,6.0,0.0,0.16666666666666666,0.0,0.0510860999272453,0.01733969842704634,15.333333333333334,50.333333333333336,5.26089874903361
500,63,630,5.0,0.0,0.2,0.0,0.00347673398682673,0.011427564546465874,30.2,57.0,1.8983028411865235
500,64,640,6.0,0.0,0.0,0.0,1.1322635771193745e-05,0.00550001161172986,80.83333333333333,77.83333333333333,7.359138170878093
500,65,650,5.0,0.0,0.0,0.0,0.008580272042503001,0.011349968612194061,39.0,35.8,5.763187980651855
500,66,660,6.0,0.0,0.0,0.0,0.0005643976685405505,0.009979252315436801,51.5,45.333333333333336,3.762206713358561
500,67,670,7.0,0.0,0.0,0.0,0.00018662941254613382,0.014275165407785348,66.71428571428571,25.428571428571427,7.5581287656511575
500,68,680,10.0,0.0,0.0,0.0,0.01325859183063953,0.007758396212011576,48.9,59.4,7.724163341522217
500,69,690,6.0,0.0,0.0,0.0,0.0005388964605202901,0.00816697635067006,46.0,59.0,8.142885287602743
500,70,700,11.0,0.0,0.0,0.0,0.013847123800046868,0.007753536613150077,59.63636363636363,60.72727272727273,8.784948652440852
500,71,710,4.0,0.0,0.0,0.0,8.800502286021583e-06,0.00975540152285248,78.25,45.75,7.552066922187805
500,72,720,8.0,0.0,0.0,0.0,0.006728630889533494,0.010720098740421236,69.0,52.375,9.908403307199478
500,73,730,4.0,0.0,0.0,0.0,3.752680848734258e-05,0.008804820361547172,83.25,54.0,6.762737154960632
500,74,740,6.0,0.0,0.0,0.0,0.0030008791298522888,0.012370955043782791,58.5,25.666666666666668,4.172655979792277
500,75,750,8.0,0.0,0.0,0.0,0.001792669756017773,0.011452728154836223,80.75,45.375,7.870906710624695
500,76,760,5.0,0.0,0.0,0.0,0.012448004283767489,0.01069166250526905,18.8,37.6,2.6820162296295167
500,77,770,6.0,0.0,0.0,0.0,7.847283993574668e-05,0.010559663797418276,60.0,46.833333333333336,7.056866725285848
500,78,780,6.0,0.0,0.0,0.0,9.771224494078042e-05,0.00859082858854284,81.5,55.5,8.04029655456543
500,79,790,3.0,0.0,0.0,0.0,7.395598355290171e-05,0.011951285103956858,69.33333333333333,32.333333333333336,9.278117497762045
500,80,800,7.0,0.0,0.0,0.0,0.000646194546922972,0.010796454202915941,59.42857142857143,39.42857142857143,7.520312036786761
500,81,810,7.0,0.0,0.14285714285714285,0.0,2.3913938550533332e-05,0.01305617718026042,83.28571428571429,41.57142857142857,7.482439177376883
500,82,820,11.0,0.0,0.0,0.0,5.4805728056832095e-05,0.007386302744800394,75.72727272727273,61.27272727272727,7.9777913960543545
500,83,830,2.0,0.0,0.0,0.0,0.057353985481086056,0.012323864735662937,35.5,37.5,2.4914220571517944
500,84,840,6.0,0.0,0.0,0.0,0.010780526796900091,0.010418236488476396,35.833333333333336,38.666666666666664,5.512238581975301
500,85,850,13.0,0.0,0.07692307692307693,0.0,0.0003932076308982547,0.014992498183766237,44.69230769230769,28.076923076923077,5.232370890103853
500,86,860,7.0,0.0,0.0,0.0,0.0004191211784558728,0.00788034571866904,70.71428571428571,58.0,11.174019881657191
500,87,870,11.0,0.0,0.0,0.0,5.5056696120358625e-05,0.009979077826508066,82.72727272727273,50.72727272727273,8.526153694499623
500,88,880,6.0,0.0,0.0,0.0,0.0012545171112315716,0.013328919109577933,64.5,29.5,9.491103132565817
500,89,890,5.0,0.0,0.0,0.0,0.00026469618242117574,0.0071432157419621944,48.2,63.0,4.502663898468017
500,90,900,8.0,0.0,0.0,0.0,3.8551089780014536e-05,0.00846032248227857,75.5,55.375,6.19156152009964
500,91,910,8.0,0.0,0.0,0.0,0.0002775408892413977,0.0074361469014547765,39.625,61.875,7.418086111545563
500,92,920,9.0,0.0,0.0,0.0,7.033802177937155e-05,0.008895171857956383,80.66666666666667,60.44444444444444,6.44724506802029
500,93,930,8.0,0.0,0.0,0.0,0.0030791740108834084,0.011873566079884768,50.75,37.375,6.161651581525803
500,94,940,6.0,0.0,0.0,0.0,0.0031795923047563215,0.011531734528640905,17.0,45.333333333333336,2.2116463581720986
500,95,950,5.0,0.0,0.0,0.0,0.010193812317447737,0.007532124128192663,23.8,60.0,1.2254193305969239
500,96,960,3.0,0.0,0.0,0.0,0.001026827361783944,0.006326913833618164,29.666666666666668,74.0,3.155602296193441
500,97,970,3.0,0.0,0.0,0.0,3.9811590773659866e-05,0.010360420681536198,77.66666666666667,38.0,9.980738957722982
500,98,980,4.0,0.0,0.0,0.0,0.0015271125594154,0.013098434777930379,27.75,29.25,3.397359251976013
500,99,990,9.0,0.0,0.0,0.0,0.0008992588875319175,0.009238123479816649,58.888888888888886,52.111111111111114,7.47892951965332
1000,0,0,43.0,0.0,0.0,0.0,3.001960163026611e-05,0.009150140805083305,80.37209302325581,56.7906976744186,9.635016862736192
1000,1,10,52.0,0.0,0.0,0.0,0.0029905601591275833,0.009418137613325737,74.28846153846153,51.86538461538461,9.633508521776934
1000,2,20,39.0,0.0,0.02564102564102564,0.0,0.00021067753459938,0.010715038909648474,68.94871794871794,44.333333333333336,7.87940003321721
1000,3,30,44.0,0.0,0.022727272727272728,0.0,0.0004561025060932776,0.010408103196162054,67.54545454545455,48.63636363636363,7.819366693496704
1000,4,40,52.0,0.0,0.019230769230769232,0.0,0.0005641664503302801,0.010504997375671966,53.63461538461539,44.19230769230769,5.21461623448592
1000,5,50,59.0,0.01694915254237288,0.05084745762711865,0.0,0.013685592821099088,0.011161463875797088,42.79661016949152,42.71186440677966,5.0942583407385875
1000,6,60,41.0,0.0,0.0,0.0,0.005297480470709277,0.009255053725366185,28.463414634146343,53.78048780487805,2.8836156333365093
1000,7,70,52.0,0.0,0.0,0.0,0.002802138624649002,0.008732625789259775,62.67307692307692,59.73076923076923,7.0471254128676195
1000,8,80,53.0,0.018867924528301886,0.0,0.0,0.021968944786905004,0.009968573750295449,21.18867924528302,50.471698113207545,2.3175306410159706
1000,9,90,34.0,0.029411764705882353,0.029411764705882353,0.0,0.027423319241174186,0.011998719111194505,61.411764705882355,36.470588235294116,7.8209117721108825
1000,10,100,39.0,0.0,0.02564102564102564,0.0,0.00015552260980528516,0.009348515068921141,57.92307692307692,53.92307692307692,5.726145279713166
1000,11,110,46.0,0.0,0.0,0.0,0.0004924542330763848,0.009416542552492541,70.26086956521739,55.54347826086956,8.251562989276389
1000,12,120,51.0,0.0,0.0,0.0,0.00012807163512312895,0.010248656380081586,83.05882352941177,48.372549019607845,9.906371200785918
1000,13,130,66.0,0.0,0.0,0.0,0.0005878341631162588,0.010561782817328067,55.89393939393939,44.45454545454545,6.060216993996591
1000,14,140,58.0,0.0,0.0,0.0,0.0005690681167459301,0.009577691667424193,51.275862068965516,52.793103448275865,5.448069535452744
1000,15,150,51.0,0.0196078431372549,0.0,0.0,0.027545493919295772,0.009528696053095307,10.372549019607844,52.15686274509804,0.7867703578051399
1000,16,160,51.0,0.0196078431372549,0.0196078431372549,0.0,0.018634514058313217,0.010762717127434764,39.21568627450981,48.03921568627451,4.025442735821593
1000,17,170,54.0,0.037037037037037035,0.018518518518518517,0.018518518518518517,0.030246269636576374,0.01143927889427653,49.333333333333336,44.05555555555556,4.869501837977657
1000,18,180,41.0,0.0,0.0,0.0,0.005373710375996939,0.009669491339747498,57.36585365853659,54.146341463414636,5.599293569239174
1000,19,190,61.0,0.01639344262295082,0.0,0.0,0.016853547570913598,0.009749393620085521,50.032786885245905,52.967213114754095,4.733109544535152
1000,20,200,45.0,0.044444444444444446,0.0,0.0,0.01640297991698516,0.009743729777013262,29.244444444444444,54.8,2.802073107825385
1000,21,210,38.0,0.0,0.02631578947368421,0.0,0.00385837178305169,0.009833758200616822,58.86842105263158,53.421052631578945,5.985666318943626
1000,22,220,37.0,0.0,0.0,0.0,0.02411918404094752,0.010298831671526705,38.62162162162162,49.432432432432435,3.816322983922185
1000,23,230,46.0,0.0,0.06521739130434782,0.0,0.004544159254736463,0.01058765156093337,79.3695652173913,51.97826086956522,8.589429166006004
1000,24,240,38.0,0.0,0.0,0.0,9.344436248833587e-05,0.008956268797383496,72.94736842105263,58.13157894736842,7.987964266224911
1000,25,250,49.0,0.0,0.0,0.0,0.0039068225376081445,0.009240441623010806,45.83673469387755,54.48979591836735,4.532166305853396
1000,26,260,47.0,0.0,0.0425531914893617,0.0,0.0017510952474917697,0.011275655495874743,54.38297872340426,43.297872340425535,6.163809471942009
1000,27,270,49.0,0.02040816326530612,0.0,0.0,0.01086474631503609,0.01076525575671421,39.857142857142854,49.30612244897959,4.19735675928544
1000,28,280,55.0,0.0,0.0,0.0,0.003168136685119446,0.009132923833517865,36.14545454545455,55.10909090909091,4.16452333276922
1000,29,290,45.0,0.06666666666666667,0.0,0.0,0.054911475105895766,0.00992721760024627,31.866666666666667,51.68888888888889,2.9929410722520617
1000,30,300,52.0,0.0,0.019230769230769232,0.0,0.00011767328382324885,0.012170120733431898,67.15384615384616,34.63461538461539,6.569539601986225
1000,31,310,42.0,0.0,0.0,0.0,0.0018375083370426209,0.009183860888394216,66.07142857142857,53.80952380952381,7.848808538346064
1000,32,320,44.0,0.0,0.0,0.0,0.00029120059118587177,0.00967693161642687,54.27272727272727,51.22727272727273,7.046592495658181
1000,33,330,53.0,0.05660377358490566,0.0,0.0,0.053769515513122576,0.009004033073993787,12.867924528301886,53.113207547169814,0.724750208404829
1000,34,340,45.0,0.0,0.0,0.0,2.3288838434542176e-05,0.009330574650731352,77.95555555555555,53.68888888888889,9.429870647854274
1000,35,350,48.0,0.0,0.020833333333333332,0.0,0.00021192882458440088,0.009088921312165136,60.5,56.1875,6.996971438328425
1000,36,360,42.0,0.0,0.0,0.0,0.001111601755104753,0.008968724869191647,71.4047619047619,55.714285714285715,9.032903801827203
1000,37,370,51.0,0.0,0.0196078431372549,0.0,0.005783038817690085,0.01337259584197811,64.74509803921569,37.254901960784316,7.90878132277844
1000,38,380,46.0,0.021739130434782608,0.021739130434782608,0.0,0.015038085691043802,0.00974305858835578,43.91304347826087,48.93478260869565,4.342481535413991
1000,39,390,50.0,0.0,0.02,0.0,0.0006409516370100114,0.009711768398992716,71.04,51.54,7.913576889038086
1000,40,400,49.0,0.04081632653061224,0.0,0.0,0.023591256785202786,0.010891933972966306,43.816326530612244,41.63265306122449,5.338687901594201
1000,41,410,69.0,0.014492753623188406,0.0,0.0,0.007557502224446172,0.010266345584819066,34.53623188405797,45.768115942028984,3.3921004205510235
1000,42,420,44.0,0.0,0.0,0.0,0.0009532449394595993,0.00938651126555421,46.25,54.09090909090909,5.768122673034668
1000,43,430,46.0,0.0,0.021739130434782608,0.0,0.0007531199801905982,0.010780261120880428,47.28260869565217,45.80434782608695,4.9303969092991045
1000,44,440,36.0,0.0,0.027777777777777776,0.0,0.00040723081534378567,0.00986517299639268,49.47222222222222,49.44444444444444,6.153432528177897
1000,45,450,39.0,0.20512820512820512,0.02564102564102564,0.02564102564102564,0.16332780327414828,0.010616633617199766,32.58974358974359,51.0,3.3344984543629184
1000,46,460,35.0,0.0,0.05714285714285714,0.0,8.337415993815116e-06,0.011214526909004366,88.48571428571428,44.628571428571426,10.41929292678833
1000,47,470,46.0,0.021739130434782608,0.0,0.0,0.015404714080263946,0.010792568214642613,28.97826086956522,44.06521739130435,3.1729935511298804
1000,48,480,65.0,0.015384615384615385,0.0,0.0,0.012409228688504727,0.009412521607457446,47.676923076923075,53.353846153846156,5.416974713252141
1000,49,490,37.0,0.0,0.0,0.0,0.000553286800919029,0.009806037754625888,65.67567567567568,51.108108108108105,7.4282982607145565
1000,50,500,55.0,0.01818181818181818,0.0,0.0,0.00873599565583964,0.00938820294527845,32.96363636363636,53.58181818181818,4.424544265053489
1000,51,510,48.0,0.0,0.0,0.0,7.455018721038338e-05,0.010467208495053152,72.35416666666667,44.25,7.430063198010127
1000,52,520,52.0,0.038461538461538464,0.09615384615384616,0.0,0.034887636609084755,0.012288106283029685,56.57692307692308,40.11538461538461,4.841170613582317
1000,53,530,48.0,0.020833333333333332,0.0,0.0,0.024949899471150703,0.009178234923941394,40.708333333333336,53.604166666666664,4.601377869645755
1000,54,540,48.0,0.0,0.0,0.0,0.0004807779053053669,0.011333296919474378,61.833333333333336,41.833333333333336,6.609773278236389
1000,55,550,50.0,0.0,0.0,0.0,0.0022352332680350175,0.011979649355635048,39.2,36.34,4.230084300041199
1000,56,560,41.0,0.0,0.0,0.024390243902439025,0.0014396213130331444,0.008891197506383789,66.82926829268293,55.51219512195122,6.731744271952931
1000,57,570,45.0,0.0,0.022222222222222223,0.0,0.0036277698485690543,0.011369670523951452,52.2,39.888888888888886,6.604686175452338
1000,58,580,39.0,0.02564102564102564,0.0,0.0,0.015602858024878357,0.009219291082655009,28.333333333333332,54.41025641025641,2.8632427606827173
1000,59,590,49.0,0.02040816326530612,0.0,0.0,0.024078749936095514,0.010678587381594948,43.857142857142854,47.63265306122449,4.873506521692081
1000,60,600,54.0,0.0,0.0,0.0,0.0055840477659788,0.009401426503986673,50.81481481481482,53.55555555555556,8.242543759169402
1000,61,610,58.0,0.0,0.017241379310344827,0.0,0.0007241367423062294,0.010142075134730288,40.43103448275862,48.189655172413794,4.167424234850653
1000,62,620,47.0,0.02127659574468085,0.0,0.0,0.022709163534427305,0.00951282579966999,20.51063829787234,52.8936170212766,2.1682844517078808
1000,63,630,59.0,0.01694915254237288,0.01694915254237288,0.0,0.009105947915985834,0.009222853940643243,30.593220338983052,56.83050847457627,3.765696602352595
1000,64,640,42.0,0.0,0.0,0.0,0.0006964028560955097,0.010237894176195065,61.57142857142857,44.095238095238095,7.246948253540766
1000,65,650,55.0,0.0,0.01818181818181818,0.0,0.0060682656126347335,0.010997762564908375,38.45454545454545,45.163636363636364,3.4228343226692894
1000,66,660,44.0,0.022727272727272728,0.0,0.0,0.016480503625164733,0.008987396727951074,35.04545454545455,55.88636363636363,4.206594927744432
1000,67,670,57.0,0.017543859649122806,0.03508771929824561,0.017543859649122806,0.012165700413764184,0.009807001627785595,52.85964912280702,51.85964912280702,5.904102354718928
1000,68,680,60.0,0.016666666666666666,0.0,0.0,0.014040202874823882,0.009528903604950756,39.71666666666667,53.666666666666664,4.196461768945058
1000,69,690,48.0,0.020833333333333332,0.0,0.0,0.008909155390669254,0.009919836894065762,40.020833333333336,55.020833333333336,3.6612843175729117
1000,70,700,36.0,0.0,0.027777777777777776,0.0,0.007640992499245769,0.01093150454107672,37.111111111111114,44.666666666666664,4.030110842651791
1000,71,710,41.0,0.024390243902439025,0.04878048780487805,0.0,0.015433794783798086,0.009726654800654547,43.853658536585364,55.68292682926829,5.258749362899036
1000,72,720,48.0,0.041666666666666664,0.041666666666666664,0.020833333333333332,0.025781849292371265,0.010290975629080398,57.166666666666664,49.3125,7.005814080437024
1000,73,730,54.0,0.018518518518518517,0.037037037037037035,0.0,0.016210003470789415,0.010275467160951209,57.611111111111114,50.44444444444444,6.139313176826194
1000,74,740,50.0,0.0,0.0,0.0,0.004887072462291159,0.0104868786316365,50.16,51.7,5.648729596138001
1000,75,750,54.0,0.0,0.0,0.0,3.438405362979861e-05,0.009247278234128046,77.01851851851852,54.18518518518518,8.451820002661812
1000,76,760,37.0,0.02702702702702703,0.02702702702702703,0.0,0.03174405882060222,0.01112395287113818,20.027027027027028,45.4054054054054,1.6527971899187244
1000,77,770,52.0,0.0,0.0,0.0,0.0006118348262594241,0.010059645999437915,53.44230769230769,51.36538461538461,5.4120528010221625
1000,78,780,55.0,0.0,0.0,0.0,5.839744551091698e-05,0.009976762025193734,68.45454545454545,47.30909090909091,7.384785322709517
1000,79,790,49.0,0.0,0.0,0.0,0.0016486079523480499,0.009619096564889257,45.12244897959184,53.38775510204081,4.910566038014937
1000,80,800,46.0,0.0,0.0,0.0,0.01283419315146006,0.010181474023620072,44.15217391304348,46.95652173913044,5.165684378665427
1000,81,810,53.0,0.0,0.0,0.0,0.0026349205690631232,0.009214348695680217,66.49056603773585,54.886792452830186,6.669672831049505
1000,82,820,45.0,0.0,0.0,0.0,0.0009407308011094894,0.009133346875508626,55.68888888888889,56.6,5.8509957419501415
1000,83,830,42.0,0.0,0.023809523809523808,0.0,0.006306545187462451,0.010107623213636023,42.142857142857146,47.666666666666664,4.058392729078021
1000,84,840,50.0,0.04,0.02,0.0,0.016042742201837257,0.010818214686587453,20.86,45.34,2.3381772661209106
1000,85,850,44.0,0.022727272727272728,0.06818181818181818,0.0,0.025773556131361695,0.012136839600068262,33.77272727272727,48.90909090909091,3.3709461092948914
1000,86,860,35.0,0.02857142857142857,0.0,0.05714285714285714,0.01668510439244453,0.010738132874082242,52.97142857142857,43.885714285714286,6.02631275994437
1000,87,870,49.0,0.0,0.0,0.0,0.009156845505330696,0.010684099181422166,55.61224489795919,46.6530612244898,6.371186728380164
1000,88,880,52.0,0.019230769230769232,0.0,0.0,0.011526563894989909,0.00835177664591286,48.23076923076923,61.59615384615385,4.8315526109475355
1000,89,890,48.0,0.0,0.0,0.0,0.0016588507271092141,0.010244505208296081,36.395833333333336,50.166666666666664,4.280447572469711
1000,90,900,45.0,0.0,0.0,0.0,0.00011382751419041092,0.008923930260870192,58.733333333333334,55.08888888888889,5.958329433865018
1000,91,910,45.0,0.0,0.0,0.0,0.005854365101457561,0.010269947960558865,41.06666666666667,50.48888888888889,4.555632125006782
1000,92,920,54.0,0.0,0.0,0.0,9.206337964319368e-05,0.00843767906297688,61.851851851851855,61.48148148148148,6.016431534731829
1000,93,930,46.0,0.0,0.0,0.0,0.0013303141513841376,0.010369631613645217,53.869565217391305,47.08695652173913,6.411055388657943
1000,94,940,50.0,0.0,0.0,0.0,0.01148385721459931,0.009631765754893423,23.14,48.58,3.1968111562728883
1000,95,950,43.0,0.023255813953488372,0.0,0.0,0.006619792563136858,0.011759925281715601,56.093023255813954,38.651162790697676,6.441168374793474
1000,96,960,48.0,0.0,0.0,0.0,0.0036946332365733144,0.009380965280191353,34.354166666666664,53.208333333333336,4.271312202016513
1000,97,970,51.0,0.0,0.0,0.0,6.329334379178663e-05,0.009575020540140424,82.3921568627451,50.588235294117645,8.958257413377948
1000,98,980,52.0,0.0,0.0,0.0,0.0009489317465149685,0.010253913360289656,41.09615384615385,47.19230769230769,5.224210551151862
1000,99,990,52.0,0.0,0.057692307692307696,0.0,0.0003645967155235897,0.011437469838151278,77.78846153846153,48.32692307692308,11.686051698831411
1500,0,0,55.0,0.0,0.03636363636363636,0.0,9.060199845997679e-05,0.010723689689554951,77.16363636363636,46.45454545454545,10.16697868867354
1500,1,10,43.0,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.01478819610906686,0.010252982713715282,68.0,47.93023255813954,8.903239582860193
1500,2,20,50.0,0.0,0.0,0.0,0.0003688056480351252,0.009479422797448933,61.34,55.5,7.573941478729248
1500,3,30,53.0,0.0,0.018867924528301886,0.0,0.00499634656004297,0.010138779799541775,65.09433962264151,49.698113207547166,8.612730647033116
1500,4,40,57.0,0.0,0.0,0.0,0.00023550097804557493,0.009826313630726776,55.56140350877193,50.8421052631579,6.106222282376206
1500,5,50,48.0,0.0,0.0,0.0,0.0027817063731197136,0.009757316865337392,40.020833333333336,50.979166666666664,5.465825279553731
1500,6,60,52.0,0.019230769230769232,0.0,0.019230769230769232,0.019860670923074954,0.010049788621612467,32.5,51.92307692307692,5.094342598548303
1500,7,70,47.0,0.02127659574468085,0.0,0.02127659574468085,0.01560941341712254,0.010038844289931846,63.87234042553192,49.361702127659576,8.415531584557067
1500,8,80,48.0,0.041666666666666664,0.020833333333333332,0.0,0.026190420920720586,0.009768181102117524,20.354166666666668,54.0,3.0226979901393256
1500,9,90,46.0,0.0,0.0,0.0,0.0003291428413243492,0.010588159308890286,60.391304347826086,43.56521739130435,7.105118025904116
1500,10,100,52.0,0.0,0.0,0.0,0.006985360742489002,0.010958484320256572,44.05769230769231,40.71153846153846,5.20571134182123
1500,11,110,51.0,0.0,0.0,0.0,0.0023163226415051467,0.00864783517431979,60.09803921568628,61.549019607843135,6.965540890600167
